s	mu	alpha	lambda	MAP
0.3	500	0.8	0.5	0.648473
0.3	1000	0.8	0.5	0.650171
0.3	2000	0.8	0.5	0.652625
0.3	5000	0.8	0.5	0.647255
0.3	10000	0.8	0.5	0.645471
0.35	100	0.8	0.5	0.635801
0.35	500	0.8	0.5	0.642181
0.35	1000	0.8	0.5	0.642916
0.35	2000	0.8	0.5	0.64278
0.35	5000	0.8	0.5	0.640617
0.35	10000	0.8	0.5	0.638423
0.4	100	0.8	0.5	0.626548
0.4	500	0.8	0.5	0.630112
0.4	1000	0.8	0.5	0.635489
0.4	2000	0.8	0.5	0.634192
0.4	5000	0.8	0.5	0.628153
0.4	10000	0.8	0.5	0.626173
0.1	100	0.8	0.6	0.588456
0.1	500	0.8	0.6	0.604313
0.1	1000	0.8	0.6	0.609411
0.1	2000	0.8	0.6	0.611655
0.1	5000	0.8	0.6	0.617557
0.1	10000	0.8	0.6	0.619743
0.15	100	0.8	0.6	0.621322
0.15	500	0.8	0.6	0.630556
0.15	1000	0.8	0.6	0.634642
0.15	2000	0.8	0.6	0.640961
0.15	5000	0.8	0.6	0.642741
0.15	10000	0.8	0.6	0.646977
0.2	100	0.8	0.6	0.636781
0.2	500	0.8	0.6	0.644111
0.2	1000	0.8	0.6	0.649542
0.2	2000	0.8	0.6	0.648451
0.2	5000	0.8	0.6	0.649186
0.2	10000	0.8	0.6	0.649926
0.25	100	0.8	0.6	0.641533
0.25	500	0.8	0.6	0.648538
0.25	1000	0.8	0.6	0.649381
0.25	2000	0.8	0.6	0.651687
0.25	5000	0.8	0.6	0.646552
0.25	10000	0.8	0.6	0.64381
0.3	100	0.8	0.6	0.634523
0.3	500	0.8	0.6	0.638466
0.3	1000	0.8	0.6	0.641514
0.3	2000	0.8	0.6	0.643044
0.3	5000	0.8	0.6	0.63901
0.3	10000	0.8	0.6	0.636432
0.35	100	0.8	0.6	0.622808
0.35	500	0.8	0.6	0.630978
0.35	1000	0.8	0.6	0.632567
0.35	2000	0.8	0.6	0.6297
0.35	5000	0.8	0.6	0.626581
0.35	10000	0.8	0.6	0.622377
0.4	100	0.8	0.6	0.617181
0.4	500	0.8	0.6	0.621846
0.4	1000	0.8	0.6	0.624197
0.4	2000	0.8	0.6	0.622534
0.4	5000	0.8	0.6	0.620571
0.4	10000	0.8	0.6	0.618845
0.1	100	0.8	0.7	0.599705
0.1	500	0.8	0.7	0.612979
0.1	1000	0.8	0.7	0.617928
0.1	2000	0.8	0.7	0.617929
0.1	5000	0.8	0.7	0.622189
0.1	10000	0.8	0.7	0.622294
0.15	100	0.8	0.7	0.62612
0.15	500	0.8	0.7	0.636026
0.15	1000	0.8	0.7	0.643657
0.15	2000	0.8	0.7	0.645832
0.15	5000	0.8	0.7	0.645392
0.15	10000	0.8	0.7	0.645801
0.2	100	0.8	0.7	0.634962
0.2	500	0.8	0.7	0.648039
0.2	1000	0.8	0.7	0.651466
0.2	2000	0.8	0.7	0.65049
0.2	5000	0.8	0.7	0.649522
0.2	10000	0.8	0.7	0.646757
0.25	100	0.8	0.7	0.636849
0.25	500	0.8	0.7	0.641777
0.25	1000	0.8	0.7	0.642901
0.25	2000	0.8	0.7	0.643237
0.25	5000	0.8	0.7	0.641704
0.25	10000	0.8	0.7	0.638444
0.3	100	0.8	0.7	0.622238
0.3	500	0.8	0.7	0.632662
0.3	1000	0.8	0.7	0.633964
0.3	2000	0.8	0.7	0.632079
0.3	5000	0.8	0.7	0.625994
0.3	10000	0.8	0.7	0.62248
0.35	100	0.8	0.7	0.614506
0.35	500	0.8	0.7	0.619832
0.35	1000	0.8	0.7	0.621798
0.35	2000	0.8	0.7	0.620263
0.35	5000	0.8	0.7	0.618325
0.35	10000	0.8	0.7	0.618326
0.4	100	0.8	0.7	0.602728
0.4	500	0.8	0.7	0.608201
0.4	1000	0.8	0.7	0.609911
0.4	2000	0.8	0.7	0.609614
0.4	5000	0.8	0.7	0.606982
0.4	10000	0.8	0.7	0.602824
0.1	100	0.8	0.8	0.607676
0.1	500	0.8	0.8	0.623006
0.1	1000	0.8	0.8	0.627912
0.1	2000	0.8	0.8	0.627549
0.1	5000	0.8	0.8	0.634595
0.1	10000	0.8	0.8	0.632639
0.15	100	0.8	0.8	0.635717
0.15	500	0.8	0.8	0.642527
0.15	1000	0.8	0.8	0.647834
0.15	2000	0.8	0.8	0.648571
0.15	5000	0.8	0.8	0.648237
0.15	10000	0.8	0.8	0.649965
0.2	100	0.8	0.8	0.638906
0.2	500	0.8	0.8	0.645765
0.2	1000	0.8	0.8	0.645571
0.2	2000	0.8	0.8	0.647496
0.2	5000	0.8	0.8	0.643694
0.2	10000	0.8	0.8	0.645011
0.25	100	0.8	0.8	0.629403
0.25	500	0.8	0.8	0.632949
0.25	1000	0.8	0.8	0.63752
0.25	2000	0.8	0.8	0.634926
0.25	5000	0.8	0.8	0.629383
0.25	10000	0.8	0.8	0.625551
0.3	100	0.8	0.8	0.612117
0.3	500	0.8	0.8	0.621046
0.3	1000	0.8	0.8	0.623495
0.3	2000	0.8	0.8	0.62345
0.3	5000	0.8	0.8	0.621553
0.3	10000	0.8	0.8	0.61969
0.35	100	0.8	0.8	0.602526
0.35	500	0.8	0.8	0.607993
0.35	1000	0.8	0.8	0.610775
0.35	2000	0.8	0.8	0.609936
0.35	5000	0.8	0.8	0.607573
0.35	10000	0.8	0.8	0.603342
0.4	100	0.8	0.8	0.590171
0.4	500	0.8	0.8	0.59553
0.4	1000	0.8	0.8	0.594919
0.4	2000	0.8	0.8	0.592387
0.4	5000	0.8	0.8	0.589886
0.4	10000	0.8	0.8	0.581083
0.1	100	0.8	0.9	0.621314
0.1	500	0.8	0.9	0.631797
0.1	1000	0.8	0.9	0.634953
0.1	2000	0.8	0.9	0.640776
0.1	5000	0.8	0.9	0.637653
0.1	10000	0.8	0.9	0.645897
0.15	100	0.8	0.9	0.63592
0.15	500	0.8	0.9	0.643481
0.15	1000	0.8	0.9	0.652349
0.15	2000	0.8	0.9	0.650628
0.15	5000	0.8	0.9	0.650199
0.15	10000	0.8	0.9	0.646105
0.2	100	0.8	0.9	0.635375
0.2	500	0.8	0.9	0.640076
0.2	1000	0.8	0.9	0.64122
0.2	2000	0.8	0.9	0.641816
0.2	5000	0.8	0.9	0.638285
0.2	10000	0.8	0.9	0.63558
0.25	100	0.8	0.9	0.616642
0.25	500	0.8	0.9	0.624478
0.25	1000	0.8	0.9	0.625972
0.25	2000	0.8	0.9	0.623801
0.25	5000	0.8	0.9	0.620717
0.25	10000	0.8	0.9	0.618486
0.3	100	0.8	0.9	0.60462
0.3	500	0.8	0.9	0.611804
0.3	1000	0.8	0.9	0.615046
0.3	2000	0.8	0.9	0.614295
0.3	5000	0.8	0.9	0.612061
0.3	10000	0.8	0.9	0.607966
0.35	100	0.8	0.9	0.591996
0.35	500	0.8	0.9	0.597816
0.35	1000	0.8	0.9	0.596675
0.35	2000	0.8	0.9	0.59664
0.35	5000	0.8	0.9	0.592848
0.35	10000	0.8	0.9	0.583685
0.4	100	0.8	0.9	0.567752
0.4	500	0.8	0.9	0.579841
0.4	1000	0.8	0.9	0.578812
0.4	2000	0.8	0.9	0.577316
0.4	5000	0.8	0.9	0.564449
0.4	10000	0.8	0.9	0.559906
0.1	100	0.9	0.1	0.523124
0.1	500	0.9	0.1	0.538015
0.1	1000	0.9	0.1	0.543105
0.1	2000	0.9	0.1	0.54855
0.1	5000	0.9	0.1	0.552922
0.1	10000	0.9	0.1	0.555526
0.15	100	0.9	0.1	0.535476
0.15	500	0.9	0.1	0.547299
0.15	1000	0.9	0.1	0.551504
0.15	2000	0.9	0.1	0.55618
0.15	5000	0.9	0.1	0.562996
0.15	10000	0.9	0.1	0.565232
0.2	100	0.9	0.1	0.542868
0.2	500	0.9	0.1	0.553858
0.2	1000	0.9	0.1	0.557762
0.2	2000	0.9	0.1	0.563527
0.2	5000	0.9	0.1	0.568884
0.2	10000	0.9	0.1	0.571531
0.25	100	0.9	0.1	0.548978
0.25	500	0.9	0.1	0.559469
0.25	1000	0.9	0.1	0.563847
0.25	2000	0.9	0.1	0.569936
0.25	5000	0.9	0.1	0.57647
0.25	10000	0.9	0.1	0.58033
0.3	100	0.9	0.1	0.55641
0.3	500	0.9	0.1	0.565805
0.3	1000	0.9	0.1	0.571633
0.3	2000	0.9	0.1	0.577981
0.3	5000	0.9	0.1	0.587121
0.3	10000	0.9	0.1	0.589494
0.35	100	0.9	0.1	0.563447
0.35	500	0.9	0.1	0.575034
0.35	1000	0.9	0.1	0.581365
0.35	2000	0.9	0.1	0.587358
0.35	5000	0.9	0.1	0.59152
0.35	10000	0.9	0.1	0.593938
0.4	100	0.9	0.1	0.570405
0.4	500	0.9	0.1	0.582653
0.4	1000	0.9	0.1	0.587089
0.4	2000	0.9	0.1	0.593339
0.4	5000	0.9	0.1	0.599719
0.4	10000	0.9	0.1	0.5996
0.1	100	0.9	0.2	0.54386
0.1	500	0.9	0.2	0.55568
0.1	1000	0.9	0.2	0.559302
0.1	2000	0.9	0.2	0.565014
0.1	5000	0.9	0.2	0.570993
0.1	10000	0.9	0.2	0.573154
0.15	100	0.9	0.2	0.558327
0.15	500	0.9	0.2	0.56831
0.15	1000	0.9	0.2	0.575949
0.15	2000	0.9	0.2	0.582858
0.15	5000	0.9	0.2	0.588495
0.15	10000	0.9	0.2	0.589289
0.2	100	0.9	0.2	0.572907
0.2	500	0.9	0.2	0.585271
0.2	1000	0.9	0.2	0.591357
0.2	2000	0.9	0.2	0.596165
0.2	5000	0.9	0.2	0.601039
0.2	10000	0.9	0.2	0.602331
0.25	100	0.9	0.2	0.58998
0.25	500	0.9	0.2	0.595219
0.25	1000	0.9	0.2	0.601499
0.25	2000	0.9	0.2	0.605141
0.25	5000	0.9	0.2	0.606673
0.25	10000	0.9	0.2	0.608188
0.3	100	0.9	0.2	0.60354
0.3	500	0.9	0.2	0.608373
0.3	1000	0.9	0.2	0.610917
0.3	2000	0.9	0.2	0.614071
0.3	5000	0.9	0.2	0.613857
0.3	10000	0.9	0.2	0.616874
0.35	100	0.9	0.2	0.612586
0.35	500	0.9	0.2	0.616525
0.35	1000	0.9	0.2	0.624138
0.35	2000	0.9	0.2	0.62611
0.35	5000	0.9	0.2	0.627726
0.35	10000	0.9	0.2	0.631809
0.4	100	0.9	0.2	0.621369
0.4	500	0.9	0.2	0.629679
0.4	1000	0.9	0.2	0.636476
0.4	2000	0.9	0.2	0.641094
0.4	5000	0.9	0.2	0.638936
0.4	10000	0.9	0.2	0.640728
0.1	100	0.9	0.3	0.559225
0.1	500	0.9	0.3	0.571355
0.1	1000	0.9	0.3	0.577027
0.1	2000	0.9	0.3	0.58389
0.1	5000	0.9	0.3	0.588576
0.1	10000	0.9	0.3	0.589349
0.15	100	0.9	0.3	0.585654
0.15	500	0.9	0.3	0.591024
0.15	1000	0.9	0.3	0.598331
0.15	2000	0.9	0.3	0.601102
0.15	5000	0.9	0.3	0.604228
0.15	10000	0.9	0.3	0.604383
0.2	100	0.9	0.3	0.606799
0.2	500	0.9	0.3	0.612529
0.2	1000	0.9	0.3	0.61384
0.2	2000	0.9	0.3	0.617545
0.2	5000	0.9	0.3	0.616094
0.2	10000	0.9	0.3	0.620078
0.25	100	0.9	0.3	0.619443
0.25	500	0.9	0.3	0.624006
0.25	1000	0.9	0.3	0.627733
0.25	2000	0.9	0.3	0.628851
0.25	5000	0.9	0.3	0.638746
0.25	10000	0.9	0.3	0.637956
0.3	100	0.9	0.3	0.633881
0.3	500	0.9	0.3	0.640314
0.3	1000	0.9	0.3	0.644401
0.3	2000	0.9	0.3	0.645101
0.3	5000	0.9	0.3	0.642367
0.3	10000	0.9	0.3	0.645495
0.35	100	0.9	0.3	0.646055
0.35	500	0.9	0.3	0.649738
0.35	1000	0.9	0.3	0.651902
0.35	2000	0.9	0.3	0.651736
0.35	5000	0.9	0.3	0.649407
0.35	10000	0.9	0.3	0.647686
0.4	100	0.9	0.3	0.642072
0.4	500	0.9	0.3	0.64693
0.4	1000	0.9	0.3	0.651185
0.4	2000	0.9	0.3	0.651814
0.4	5000	0.9	0.3	0.647969
0.4	10000	0.9	0.3	0.646406
0.1	100	0.9	0.4	0.575566
0.1	500	0.9	0.4	0.587266
0.1	1000	0.9	0.4	0.593313
0.1	2000	0.9	0.4	0.598397
0.1	5000	0.9	0.4	0.600907
0.1	10000	0.9	0.4	0.601439
0.15	100	0.9	0.4	0.607014
0.15	500	0.9	0.4	0.611453
0.15	1000	0.9	0.4	0.614487
0.15	2000	0.9	0.4	0.615013
0.15	5000	0.9	0.4	0.615573
0.15	10000	0.9	0.4	0.619055
0.2	100	0.9	0.4	0.621196
0.2	500	0.9	0.4	0.628232
0.2	1000	0.9	0.4	0.636035
0.2	2000	0.9	0.4	0.637376
0.2	5000	0.9	0.4	0.639193
0.2	10000	0.9	0.4	0.639329
0.25	100	0.9	0.4	0.640162
0.25	500	0.9	0.4	0.650189
0.25	1000	0.9	0.4	0.651829
0.25	2000	0.9	0.4	0.653462
0.25	5000	0.9	0.4	0.648335
0.25	10000	0.9	0.4	0.647207
0.3	100	0.9	0.4	0.641289
0.3	500	0.9	0.4	0.646298
0.3	1000	0.9	0.4	0.651695
0.3	2000	0.9	0.4	0.650654
0.3	5000	0.9	0.4	0.64822
0.3	10000	0.9	0.4	0.646183
0.35	100	0.9	0.4	0.637819
0.35	500	0.9	0.4	0.643273
0.35	1000	0.9	0.4	0.645959
0.35	2000	0.9	0.4	0.645194
0.35	5000	0.9	0.4	0.642675
0.35	10000	0.9	0.4	0.63945
0.4	100	0.9	0.4	0.633153
0.4	500	0.9	0.4	0.638163
0.4	1000	0.9	0.4	0.637639
0.4	2000	0.9	0.4	0.635171
0.4	5000	0.9	0.4	0.633095
0.4	10000	0.9	0.4	0.630123
0.1	100	0.9	0.5	0.594504
0.1	500	0.9	0.5	0.600727
0.1	1000	0.9	0.5	0.60605
0.1	2000	0.9	0.5	0.608511
0.1	5000	0.9	0.5	0.610755
0.1	10000	0.9	0.5	0.611141
0.15	100	0.9	0.5	0.619593
0.15	500	0.9	0.5	0.625586
0.15	1000	0.9	0.5	0.628268
0.15	2000	0.9	0.5	0.628296
0.15	5000	0.9	0.5	0.632529
0.15	10000	0.9	0.5	0.638236
0.2	100	0.9	0.5	0.640958
0.2	500	0.9	0.5	0.65134
0.2	1000	0.9	0.5	0.65269
0.2	2000	0.9	0.5	0.655013
0.2	5000	0.9	0.5	0.649887
0.2	10000	0.9	0.5	0.648179
0.25	100	0.9	0.5	0.640034
0.25	500	0.9	0.5	0.647552
0.25	1000	0.9	0.5	0.650332
0.25	2000	0.9	0.5	0.648574
0.25	5000	0.9	0.5	0.646989
0.25	10000	0.9	0.5	0.643944
0.3	100	0.9	0.5	0.635334
0.3	500	0.9	0.5	0.640697
0.3	1000	0.9	0.5	0.641017
0.3	2000	0.9	0.5	0.640201
0.3	5000	0.9	0.5	0.6365
0.3	10000	0.9	0.5	0.633076
0.35	100	0.9	0.5	0.627476
0.35	500	0.9	0.5	0.630739
0.35	1000	0.9	0.5	0.629364
0.35	2000	0.9	0.5	0.62708
0.35	5000	0.9	0.5	0.625869
0.35	10000	0.9	0.5	0.623293
0.4	100	0.9	0.5	0.616865
0.4	500	0.9	0.5	0.618575
0.4	1000	0.9	0.5	0.617549
0.4	2000	0.9	0.5	0.616947
0.4	5000	0.9	0.5	0.615795
0.4	10000	0.9	0.5	0.614181
0.1	100	0.9	0.6	0.607785
0.1	500	0.9	0.6	0.610686
0.1	1000	0.9	0.6	0.613198
0.1	2000	0.9	0.6	0.61475
0.1	5000	0.9	0.6	0.616054
0.1	10000	0.9	0.6	0.618248
0.15	100	0.9	0.6	0.632049
0.15	500	0.9	0.6	0.642661
0.15	1000	0.9	0.6	0.644799
0.15	2000	0.9	0.6	0.645423
0.15	5000	0.9	0.6	0.642622
0.15	10000	0.9	0.6	0.647968
0.2	100	0.9	0.6	0.642831
0.2	500	0.9	0.6	0.645898
0.2	1000	0.9	0.6	0.649596
0.2	2000	0.9	0.6	0.64873
0.2	5000	0.9	0.6	0.648177
0.2	10000	0.9	0.6	0.644135
0.25	100	0.9	0.6	0.634246
0.25	500	0.9	0.6	0.640486
0.25	1000	0.9	0.6	0.64213
0.25	2000	0.9	0.6	0.641631
0.25	5000	0.9	0.6	0.636387
0.25	10000	0.9	0.6	0.634629
0.3	100	0.9	0.6	0.623395
0.3	500	0.9	0.6	0.628266
0.3	1000	0.9	0.6	0.628119
0.3	2000	0.9	0.6	0.625411
0.3	5000	0.9	0.6	0.623549
0.3	10000	0.9	0.6	0.621036
0.35	100	0.9	0.6	0.613774
0.35	500	0.9	0.6	0.61542
0.35	1000	0.9	0.6	0.615566
0.35	2000	0.9	0.6	0.614744
0.35	5000	0.9	0.6	0.614372
0.35	10000	0.9	0.6	0.612601
0.4	100	0.9	0.6	0.607495
0.4	500	0.9	0.6	0.610199
0.4	1000	0.9	0.6	0.610631
0.4	2000	0.9	0.6	0.609806
0.4	5000	0.9	0.6	0.60835
0.4	10000	0.9	0.6	0.606485
0.1	100	0.9	0.7	0.616946
0.1	500	0.9	0.7	0.62252
0.1	1000	0.9	0.7	0.624217
0.1	2000	0.9	0.7	0.624405
0.1	5000	0.9	0.7	0.630139
0.1	10000	0.9	0.7	0.629399
0.15	100	0.9	0.7	0.638214
0.15	500	0.9	0.7	0.648023
0.15	1000	0.9	0.7	0.651773
0.15	2000	0.9	0.7	0.652036
0.15	5000	0.9	0.7	0.650833
0.15	10000	0.9	0.7	0.649456
0.2	100	0.9	0.7	0.637557
0.2	500	0.9	0.7	0.642078
0.2	1000	0.9	0.7	0.642626
0.2	2000	0.9	0.7	0.64346
0.2	5000	0.9	0.7	0.64118
0.2	10000	0.9	0.7	0.638046
0.25	100	0.9	0.7	0.626964
0.25	500	0.9	0.7	0.630684
0.25	1000	0.9	0.7	0.630383
0.25	2000	0.9	0.7	0.628557
0.25	5000	0.9	0.7	0.626437
0.25	10000	0.9	0.7	0.624776
0.3	100	0.9	0.7	0.613595
0.3	500	0.9	0.7	0.61552
0.3	1000	0.9	0.7	0.615923
0.3	2000	0.9	0.7	0.615009
0.3	5000	0.9	0.7	0.614177
0.3	10000	0.9	0.7	0.612866
0.35	100	0.9	0.7	0.607041
0.35	500	0.9	0.7	0.608765
0.35	1000	0.9	0.7	0.60873
0.35	2000	0.9	0.7	0.608221
0.35	5000	0.9	0.7	0.606626
0.35	10000	0.9	0.7	0.607277
0.4	100	0.9	0.7	0.593675
0.4	500	0.9	0.7	0.597344
0.4	1000	0.9	0.7	0.59641
0.4	2000	0.9	0.7	0.595614
0.4	5000	0.9	0.7	0.587911
0.4	10000	0.9	0.7	0.587663
0.1	100	0.9	0.8	0.624663
0.1	500	0.9	0.8	0.630443
0.1	1000	0.9	0.8	0.636584
0.1	2000	0.9	0.8	0.638894
0.1	5000	0.9	0.8	0.643173
0.1	10000	0.9	0.8	0.641941
0.15	100	0.9	0.8	0.641232
0.15	500	0.9	0.8	0.644822
0.15	1000	0.9	0.8	0.649053
0.15	2000	0.9	0.8	0.648193
0.15	5000	0.9	0.8	0.646763
0.15	10000	0.9	0.8	0.643312
0.2	100	0.9	0.8	0.632963
0.2	500	0.9	0.8	0.637678
0.2	1000	0.9	0.8	0.639267
0.2	2000	0.9	0.8	0.637884
0.2	5000	0.9	0.8	0.635096
0.2	10000	0.9	0.8	0.630757
0.25	100	0.9	0.8	0.616811
0.25	500	0.9	0.8	0.620707
0.25	1000	0.9	0.8	0.620037
0.25	2000	0.9	0.8	0.617681
0.25	5000	0.9	0.8	0.616061
0.25	10000	0.9	0.8	0.614692
0.3	100	0.9	0.8	0.602405
0.3	500	0.9	0.8	0.610187
0.3	1000	0.9	0.8	0.61007
0.3	2000	0.9	0.8	0.610188
0.3	5000	0.9	0.8	0.609311
0.3	10000	0.9	0.8	0.607127
0.35	100	0.9	0.8	0.594425
0.35	500	0.9	0.8	0.598214
0.35	1000	0.9	0.8	0.596747
0.35	2000	0.9	0.8	0.5961
0.35	5000	0.9	0.8	0.588725
0.35	10000	0.9	0.8	0.589014
0.4	100	0.9	0.8	0.580999
0.4	500	0.9	0.8	0.581619
0.4	1000	0.9	0.8	0.575084
0.4	2000	0.9	0.8	0.573873
0.4	5000	0.9	0.8	0.572691
0.4	10000	0.9	0.8	0.570663
0.1	100	0.9	0.9	0.631604
0.1	500	0.9	0.9	0.642673
0.1	1000	0.9	0.9	0.646872
0.1	2000	0.9	0.9	0.646495
0.1	5000	0.9	0.9	0.642619
0.1	10000	0.9	0.9	0.648107
0.15	100	0.9	0.9	0.638735
0.15	500	0.9	0.9	0.643898
0.15	1000	0.9	0.9	0.64577
0.15	2000	0.9	0.9	0.644205
0.15	5000	0.9	0.9	0.642264
0.15	10000	0.9	0.9	0.639826
0.2	100	0.9	0.9	0.623935
0.2	500	0.9	0.9	0.628264
0.2	1000	0.9	0.9	0.626821
0.2	2000	0.9	0.9	0.625398
0.2	5000	0.9	0.9	0.62336
0.2	10000	0.9	0.9	0.621019
0.25	100	0.9	0.9	0.608457
0.25	500	0.9	0.9	0.611065
0.25	1000	0.9	0.9	0.611194
0.25	2000	0.9	0.9	0.6117
0.25	5000	0.9	0.9	0.610266
0.25	10000	0.9	0.9	0.607532
0.3	100	0.9	0.9	0.598742
0.3	500	0.9	0.9	0.602493
0.3	1000	0.9	0.9	0.602106
0.3	2000	0.9	0.9	0.601219
0.3	5000	0.9	0.9	0.599757
0.3	10000	0.9	0.9	0.592116
0.35	100	0.9	0.9	0.584031
0.35	500	0.9	0.9	0.585838
0.35	1000	0.9	0.9	0.584796
0.35	2000	0.9	0.9	0.576896
0.35	5000	0.9	0.9	0.575892
0.35	10000	0.9	0.9	0.573312
0.4	100	0.9	0.9	0.558052
0.4	500	0.9	0.9	0.55977
0.4	1000	0.9	0.9	0.558583
0.4	2000	0.9	0.9	0.557529
0.4	5000	0.9	0.9	0.55182
0.4	10000	0.9	0.9	0.551031
